,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
197,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6.0,Automatic,Rear,04-May,Left wheel,Grey,12
198,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,115200 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
199,642,CHEVROLET,Orlando,2012,Jeep,Yes,LPG,2,132036 km,4.0,Automatic,Front,04-May,Left wheel,White,4
200,-,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2,91000 km,4.0,Automatic,4x4,02-Mar,Right-hand drive,Silver,4
201,1172,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,129177 km,4.0,Automatic,Front,04-May,Left wheel,White,4
202,893,HYUNDAI,I30,2008,Hatchback,No,Diesel,1.6,201000 km,4.0,Manual,Front,04-May,Left wheel,Black,8
203,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,185811 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
204,-,NISSAN,Altima,1998,Sedan,No,Petrol,2.4,358400 km,4.0,Manual,Front,04-May,Left wheel,Brown,2
205,1872,PORSCHE,Cayenne,2018,Sedan,Yes,Petrol,3.6,28968 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
206,-,ALFA ROMEO,147,2001,Coupe,Yes,Petrol,1.8,240000 km,4.0,Manual,Front,02-Mar,Left wheel,Black,4
207,-,SUZUKI,Grand Vitara,2008,Jeep,No,Petrol,1.6,98000 km,4.0,Automatic,4x4,02-Mar,Left wheel,Black,12
208,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,122302 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
209,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,140000 km,4.0,Automatic,Front,04-May,Left wheel,Beige,6
210,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,120000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
211,1885,PORSCHE,Panamera,2010,Hatchback,Yes,Petrol,4.8,196800 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,8
212,-,HYUNDAI,Veloster,2015,Hatchback,No,Petrol,1.6,17200 km,4.0,Tiptronic,Front,02-Mar,Left wheel,Red,10
213,-,TOYOTA,RAV 4 XLE Sport,2013,Jeep,No,Petrol,2.5,120000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,0
214,-,HONDA,FIT,2002,Hatchback,No,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
215,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,66000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,4
216,-,TOYOTA,Sienta,2004,Sedan,No,Petrol,1.5,300000 km,4.0,Variator,Front,04-May,Right-hand drive,Beige,4
217,-,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.8,230000 km,4.0,Variator,Front,04-May,Left wheel,Grey,6
218,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.3,110467 km,4.0,Automatic,Front,04-May,Left wheel,White,4
219,2148,MERCEDES-BENZ,CLS 550,2010,Sedan,Yes,Petrol,5.5,157000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
220,1111,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,64000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,4
221,-,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,80000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,6
222,640,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2.0 Turbo,179200 km,4.0,Tiptronic,Front,04-May,Left wheel,White,16
223,1730,CHEVROLET,Avalanche,2011,Sedan,Yes,Petrol,5.3,246976 km,8.0,Automatic,Front,04-May,Left wheel,Black,12
224,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,179918 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
225,779,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200 km,4.0,Tiptronic,Front,04-May,Left wheel,Beige,12
226,730,KIA,Cerato K3,2016,Sedan,Yes,Diesel,1.6 Turbo,29000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
227,862,MAZDA,CX-7,2011,Sedan,Yes,Petrol,2.5,216550 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
228,-,JEEP,Grand Cherokee,1993,Jeep,No,Petrol,4,240000 km,6.0,Automatic,4x4,04-May,Left wheel,Green,5
229,1811,LEXUS,GX 470,2010,Jeep,Yes,Petrol,4.6,357246 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
230,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,50000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
231,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127842 km,4.0,Automatic,Front,04-May,Left wheel,White,4
232,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,40193 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
233,-,OPEL,Astra G,2003,Hatchback,No,Petrol,1.6,180000 km,4.0,Manual,Front,04-May,Left wheel,Silver,6
234,-,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.3,115000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,7
235,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
236,640,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,2,132310 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
237,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,60762 km,4.0,Automatic,Front,04-May,Left wheel,White,12
238,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,142264 km,4.0,Automatic,Front,04-May,Left wheel,White,4
239,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403 km,4.0,Automatic,Front,04-May,Left wheel,White,0
240,585,TOYOTA,Corolla,2013,Sedan,Yes,Petrol,1.8,227371 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
241,-,VOLKSWAGEN,Passat,2002,Sedan,Yes,Petrol,2.8,175000 km,6.0,Manual,Front,04-May,Left wheel,Grey,6
242,642,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2,203440 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
243,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,70000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
244,-,NISSAN,Rogue,2010,Jeep,Yes,Petrol,2.5,122000 km,4.0,Automatic,4x4,04-May,Left wheel,Silver,4
245,-,MAZDA,MPV,2000,Minivan,No,Petrol,2.5,127000 km,4.0,Automatic,Front,04-May,Left wheel,Green,4
246,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44995 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
247,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,122324 km,4.0,Automatic,Front,04-May,Left wheel,Red,7
248,-,BMW,530,2007,Sedan,Yes,Petrol,3,111111 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,10
249,-,LEXUS,GS 350,2013,Sedan,Yes,Petrol,3.5,56000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,12
250,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,186048 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
251,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,1.6,98000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
252,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2,573249 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
253,-,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,130000 km,4.0,Automatic,Rear,04-May,Right-hand drive,Sky blue,0
254,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,169024 km,4.0,Automatic,Front,04-May,Left wheel,White,4
255,1325,VOLKSWAGEN,Sharan,2011,Minivan,No,Petrol,1.4,126000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,6
256,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
257,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,156666 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
258,259,CHEVROLET,Volt,2014,Jeep,Yes,Hybrid,1.4,133195 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
259,247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.3,114950 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
260,1091,FORD,Fusion,2016,Sedan,Yes,Petrol,2.5,154850 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
261,879,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,1.6,13000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
262,1342,TOYOTA,Tacoma,2017,Jeep,Yes,Petrol,2.7,94262 km,4.0,Automatic,Rear,04-May,Left wheel,White,12
263,1327,HYUNDAI,H1,2018,Universal,Yes,Diesel,2.5,27406 km,4.0,Automatic,Front,04-May,Left wheel,Yellow,4
264,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
265,-,NISSAN,Tiida,2006,Sedan,Yes,CNG,1.8,200000 km,4.0,Variator,Front,04-May,Left wheel,Silver,2
266,-,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6 Turbo,85500 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
267,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
268,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
269,629,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,85944 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
270,765,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2,0 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
271,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,73000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
272,-,FORD,Transit,2008,Microbus,No,Diesel,2.2,180000 km,4.0,Manual,Front,04-May,Left wheel,White,2
273,-,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,2.4,92000 km,4.0,Tiptronic,Front,04-May,Left wheel,Sky blue,8
274,1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
275,1058,HYUNDAI,Santa FE,2012,Jeep,Yes,Petrol,3.5,197923 km,6.0,Automatic,4x4,04-May,Left wheel,Red,12
276,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,42000 km,4.0,Tiptronic,Front,>5,Left wheel,Black,12
277,1935,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
278,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,2,48000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
279,-,NISSAN,Elgrand,1998,Minivan,Yes,Diesel,3.2 Turbo,230000 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,4
280,1055,MERCEDES-BENZ,C 350,2013,Sedan,Yes,Petrol,3.5,159250 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
281,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,582376 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
282,-,MERCEDES-BENZ,CLS 500,2006,Sedan,Yes,Petrol,5,2000 km,8.0,Automatic,Rear,04-May,Left wheel,Grey,12
283,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,40800 km,4.0,Automatic,Front,04-May,Left wheel,White,4
284,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,117492 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
285,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,88795 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
286,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,56769 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
287,-,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8 Turbo,70000 km,4.0,Tiptronic,Rear,04-May,Left wheel,Beige,8
288,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,136861 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
289,-,MERCEDES-BENZ,S 350,2005,Sedan,Yes,Petrol,3.5,263000 km,4.0,Automatic,Rear,04-May,Left wheel,Black,0
290,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,95665 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
291,481,HYUNDAI,Sonata,2017,Sedan,Yes,Hybrid,2,107387 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
292,-,NISSAN,Tiida,2006,Hatchback,No,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,4
293,779,TOYOTA,RAV 4 Le,2013,Jeep,No,Petrol,2.5,65350 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
294,1522,OPEL,Zafira,2000,Goods wagon,No,Petrol,1.8,130000 km,4.0,Manual,Front,04-May,Left wheel,Silver,0
295,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,183923 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
296,-,OPEL,Vectra b,2000,Hatchback,No,Diesel,2.0 Turbo,11111 km,4.0,Manual,Front,04-May,Left wheel,Red,2
297,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,97129 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
298,-,MERCEDES-BENZ,C 200,2001,Sedan,Yes,CNG,2,140000 km,4.0,Manual,Rear,04-May,Left wheel,Black,4
299,1079,TOYOTA,CHR,2018,Jeep,No,Petrol,2,24000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
300,-,OPEL,Astra,1992,Sedan,No,Petrol,1.1,0 km,4.0,Manual,Front,04-May,Left wheel,White,2
301,-,MAZDA,323,1998,Hatchback,No,Petrol,1.5,300000 km,4.0,Manual,Front,04-May,Left wheel,Silver,2
302,738,CHEVROLET,Cruze,2017,Hatchback,Yes,Petrol,1.4,29094 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
303,382,FORD,Fusion,2015,Sedan,Yes,Hybrid,2,148709 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
304,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
305,1055,MERCEDES-BENZ,E 350 ამგ,2013,Sedan,Yes,Petrol,3.5,156800 km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12
306,1017,FORD,Escape,2017,Jeep,Yes,Petrol,2,251430 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
307,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,35000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
308,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,35643 km,4.0,Automatic,Front,04-May,Left wheel,White,4
309,-,HONDA,Civic,2006,Hatchback,No,Petrol,1.8,250000 km,4.0,Manual,Front,04-May,Right-hand drive,Grey,4
310,-,MERCEDES-BENZ,CLK 320,2000,Coupe,Yes,Petrol,3.2,255000 km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Silver,4
311,900,HONDA,Cr-v,2015,Jeep,Yes,Petrol,2.4,117158 km,4.0,Automatic,Front,04-May,Left wheel,White,12
312,781,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,281659 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
313,456,TOYOTA,Avalon,2015,Sedan,Yes,Hybrid,2.5,63645 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
314,798,MERCEDES-BENZ,ML 250,2015,Jeep,Yes,Diesel,2.1,197338 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
315,-,BMW,330,2007,Cabriolet,Yes,Petrol,3,1123 km,6.0,Tiptronic,4x4,02-Mar,Left wheel,Black,12
316,-,AUDI,A7 Prestige,2016,Sedan,Yes,Petrol,3.0 Turbo,35000 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
317,639,MITSUBISHI,Colt Lancer,2014,Hatchback,Yes,Petrol,2,136634 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
318,-,HYUNDAI,Elantra,2013,Coupe,No,Petrol,1.8,77000 km,6.0,Manual,Front,02-Mar,Left wheel,Beige,0
319,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,140000 km,4.0,Variator,Front,04-May,Left wheel,Green,12
320,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,45494 km,4.0,Automatic,Front,04-May,Left wheel,White,12
321,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672 km,4.0,Automatic,Front,04-May,Left wheel,White,12
322,-,NISSAN,Pathfinder,2010,Sedan,No,Petrol,4,109100 km,12.0,Automatic,4x4,04-May,Left wheel,Blue,12
323,-,HONDA,FIT,2013,Sedan,No,Hybrid,1.3,145000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,8
324,-,BMW,318,1997,Sedan,No,LPG,1.8,270000 km,4.0,Manual,Rear,04-May,Left wheel,Green,2
325,-,TOYOTA,Camry,2006,Sedan,Yes,Hybrid,2.4,188800 km,4.0,Variator,Front,04-May,Left wheel,Grey,8
326,1051,MITSUBISHI,Outlander,2016,Jeep,Yes,Petrol,2.4,39000 km,4.0,Variator,Front,04-May,Left wheel,Silver,12
327,-,TOYOTA,Camry SE,2014,Sedan,Yes,Petrol,2.5,52000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
328,1091,SUBARU,Forester,2016,Jeep,No,Petrol,2.5,34000 km,4.0,Variator,4x4,04-May,Left wheel,White,7
329,790,HYUNDAI,I30,2009,Hatchback,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
330,-,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4.0,Manual,Rear,04-May,Left wheel,Black,4
331,289,FORD,Escape,2008,Jeep,Yes,Hybrid,0.4,220474 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
332,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,59099 km,6.0,Automatic,4x4,04-May,Left wheel,White,0
333,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,124000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
334,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,34682 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
335,777,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2.5,310061 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
336,1399,ACURA,TL,2010,Sedan,Yes,Petrol,3.5,162453 km,6.0,Automatic,Front,04-May,Left wheel,Silver,12
337,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,22400 km,4.0,Automatic,Front,04-May,Left wheel,White,8
338,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,229904 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
339,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,62000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12
340,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Diesel,1.6,54279 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
341,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,135759 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
342,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,120534 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
343,-,BMW,X5,2003,Jeep,Yes,LPG,3,189000 km,6.0,Tiptronic,4x4,04-May,Right-hand drive,Black,10
344,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,140000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
345,1211,MERCEDES-BENZ,C 300,2010,Sedan,Yes,Petrol,3,108517 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
346,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,107030 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
347,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
348,1793,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,5.5,325811 km,8.0,Automatic,4x4,04-May,Left wheel,Black,12
349,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,24339 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
350,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,130000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
351,919,BMW,X5,2012,Jeep,Yes,Diesel,3,420794 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
352,-,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2,280480 km,4.0,Automatic,Front,04-May,Left wheel,Silver,9
353,574,HONDA,Insight,2010,Sedan,No,Hybrid,1.3,150000 km,4.0,Variator,Front,04-May,Left wheel,Black,12
354,-,HONDA,FIT,2002,Hatchback,No,Petrol,1.3,135000 km,4.0,Variator,Front,04-May,Right-hand drive,Black,4
355,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,237853 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
356,-,HONDA,Stream,2001,Universal,No,Petrol,2,111000 km,4.0,Automatic,Front,04-May,Right-hand drive,Black,6
357,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,42000 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
358,765,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,60618 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
359,-,TOYOTA,Camry,2009,Sedan,Yes,Petrol,2.4,230400 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
360,777,NISSAN,Altima,2014,Sedan,Yes,Petrol,2.5,127918 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
361,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,77000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10
362,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,280016 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
363,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,270874 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
364,-,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,118000 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,12
365,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,362868 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
366,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,85000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
367,308,LEXUS,CT 200h,2014,Hatchback,Yes,Hybrid,1.8,132563 km,4.0,Automatic,Front,04-May,Left wheel,Red,0
368,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,138211 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
369,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,391625 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
370,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,38577 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
371,-,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,132800 km,6.0,Tiptronic,Rear,04-May,Left wheel,Blue,12
372,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,52686 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
373,1058,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
374,1998,FORD,Transit,2001,Microbus,No,Diesel,2.4,253206 km,4.0,Manual,Rear,04-May,Left wheel,White,2
375,271,HONDA,FIT,2014,Hatchback,Yes,Hybrid,1.5,76525 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
376,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,80000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
377,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,186412 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
378,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
379,-,MERCEDES-BENZ,Vito,2007,Minivan,No,Diesel,2.2 Turbo,285000 km,4.0,Manual,Rear,04-May,Left wheel,Red,4
380,706,MITSUBISHI,I,2011,Hatchback,No,Petrol,0.7,92000 km,3.0,Automatic,Front,04-May,Right-hand drive,Brown,2
381,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,120000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
382,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,142000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
383,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,42415 km,4.0,Automatic,Front,04-May,Left wheel,White,4
384,394,TOYOTA,Camry,2014,Sedan,No,Hybrid,2.5,51000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
385,966,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,2,19999 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
386,456,TOYOTA,Camry,2015,Sedan,No,Hybrid,2.5,89000 km,4.0,Variator,Front,04-May,Left wheel,Silver,0
387,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,114000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,8
388,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,95987 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
389,1481,VOLKSWAGEN,GTI,2006,Hatchback,No,Petrol,2.0 Turbo,161000 km,4.0,Manual,Front,04-May,Left wheel,Black,8
390,-,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.3,241589 km,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,5
391,-,OPEL,Zafira,2000,Minivan,No,Petrol,1.8,260000 km,4.0,Manual,Front,04-May,Left wheel,Silver,6
392,1677,FORD,Transit,2003,Microbus,Yes,Diesel,2.0 Turbo,195000 km,6.0,Manual,Front,02-Mar,Left wheel,Yellow,4
393,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,55000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
394,-,MITSUBISHI,Pajero Mini,2006,Jeep,No,Petrol,0.7,314000 km,3.0,Manual,4x4,02-Mar,Right-hand drive,Silver,2
395,1661,FORD,C-MAX,2013,Hatchback,Yes,Hybrid,2,120000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Silver,10
